triggr,aptrig,airpower,icb2,cracno,cracid,systrgmo,systrgda,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,yrtrig,motrig,datrig,trigent,trigloc,southv,southpow,sizedu,strcdu,comlev,majres,yerres,monres,dayres,trgresra,crismg,cenvio,sevvio,usinv,usfavr,suinv,sufavr,gbinv,gbfavr,frinv,frfavr,itinv,itfavr,grinv,grfavr,jpinv,jpfavr,globorg,globact,globfavr,regorg,regact,rofavr,outcom,outfor,outevl,outesr,yrterm,moterm,daterm,trgterra,resterra,actloc,geog,cractloc,noactr,stainsys,period,syslev,pc,pcid,viol,iwc,powdis,powscore,gpinv,powinv,age,territ,regime,durreg,allycap,globmemb,nucler,powsta,issue,chissu,gravty,pethin,col,unemp,inflat,foodpr,labstr,short,econdt,regrep,socunr,massvl,gvinst,sourdt,ccode,year,majpow,logcap,milissue,polissue,econissue,gravty2,violence,violence2,democ,jointdem,crisno,actor,systrgyr,cap,polity2,majpowinv,instability,unrest,demgravity,polgravity,massviol,coldwar,unem2,powerdistr,econstatus,higravty,higravty2,othrfrce,logravty2,logravty3,cap2a,majpow2a,polity2a,milper,milex,energy,irst,upop,tpop,logengy,countryname,countrycode,iso2code,WBgdp,loggdp,logcap2a,logmilex,protrac,dem6,powscore2,time1,time2,time3,time4,airforce,airpossible,outcome,sanct,sanctongoing,econpress,sanctout,anysanct,sanctout2,capdem,cappol,powpol,out2
7,0,0,ICB2,31,380,6,5,AALA,ND I,SLAN,DS,,,1920,6,5,375,1,375,1,9,1,3,9,1920,6,15,11,3,1,1,1,5,1,5,3,1,3,1,3,1,3,1,1,5,6,8,4,0,0,0,4,1,4,2,1921,10,20,503,492,34,34,2,10,59,1,1,1,0,1,1,0,0,3,1,1,2,1,2,1,2,1,2,1,6,1,0,9,9,1,1,9,1,1,2,2,2,2,2,380,1920,0,-5.171861,1,0,0,1,0,0,1,1,15,SWD,1920,0.005674,10,0,2,2,1,10,2,0,,0,1,0,0,0,1,1,0.005674,0,10,101,31787,4165,437,723,5876,8.334472,,,,,,-5.171861,10.36681,0,1,0,1920,0,0,0,1926,0,0,0,0,0,0,0,0,0.005674,0.05674,0,0
2,0,0,ICB2,32,375,6,5,AALA,ND I,SLAN,DS,,,1920,6,15,380,1,380,2,9,9,3,3,1921,6,27,378,3,1,1,1,5,1,5,3,3,3,1,3,1,3,1,1,5,6,8,2,0,0,0,1,1,1,2,1921,10,20,466,117,34,34,1,10,59,1,1,1,0,1,1,0,0,3,1,3,2,1,1,2,4,1,1,1,6,3,0,9,9,9,9,9,9,9,9,9,9,9,3,375,1919,0,-6.630124,1,0,0,3,0,0,1,1,15,FIN,1919,0.00132,10,0,,,3,30,,0,,0,,1,0,0,0,0,0.00132,0,10,38,7642,102,0,188,3130,4.624973,,,,,,-6.630124,8.941415,0,1,0,1919,0,0,0,1918,1,0,0,0,0,0,0,0,0.00132,0.0132,0,0
9,0,0,ICB2,33,640,6,22,GREE,CE/T,URKE,Y WA,R I,,1920,6,22,350,1,350,2,2,4,8,6,1920,6,22,1,8,2,2,1,5,1,5,7,3,3,3,1,5,1,5,1,5,2,2,6,0,0,0,4,6,3,1,1920,7,9,18,18,15,15,1,4,59,1,1,3,28,2,1,999,999,4,1,1,2,4,1,1,4,1,2,1,6,3,0,1,9,1,1,9,9,1,2,1,1,1,3,640,1920,0,-5.254875,1,0,0,3,1,0,,0,16,TUR,1920,0.005222,,0,1,1,,,1,0,,,1,1,0,0,0,0,0.005222,0,,109,,529,0,701,12569,6.270988,,,,,,-5.254875,,1,,,1920,0,0,0,1944,0,0,0,0,0,0,0,,,,,0
2,0,0,ICB2,34,290,7,12,VILN,A I,,,,,1920,7,12,368,1,368,1,9,1,2,8,1920,7,14,3,7,3,4,1,5,7,3,1,5,1,5,1,5,1,5,1,5,6,8,4,0,0,0,2,1,1,1,1920,11,29,141,138,31,31,3,3,59,1,1,2,20,4,10,3,3,4,1,3,2,4,1,2,2,1,2,1,6,3,0,4,4,4,4,4,4,4,4,4,4,4,3,290,1920,0,-3.605826,1,0,0,3,1,1,1,0,17,POL,1920,0.027165,8,0,,,3,24,4,0,4,3,,1,0,1,0,0,0.027165,0,8,962,13545,35850,981,1760,26746,10.4871,,,,,,-3.605826,9.513773,1,1,3,1920,0,0,0,1918,1,2,0,0,0,3,0,3,0.027165,0.21732,24,2
9,0,0,ICB2,35,368,7,12,VILN,A I,,,,,1920,7,14,290,1,290,2,9,1,3,9,1920,7,17,86,7,3,4,1,5,7,1,1,5,1,5,1,5,1,5,1,5,6,8,2,0,0,0,2,1,1,2,1920,11,29,139,53,31,31,2,3,59,1,1,2,20,4,1,-3,-3,4,1,3,1,2,1,3,4,1,1,1,6,3,0,4,4,4,4,4,4,4,4,4,4,4,3,368,1920,0,-6.510322,1,0,0,3,1,1,0,0,17,LIT,1920,0.001488,4,0,,,0,12,4,0,4,-3,,1,0,1,0,0,0.001488,0,4,50,5512,2785,0,0,2078,7.932003,,,,,,-6.510322,8.614683,1,0,-3,1920,0,0,0,1932,0,2,0,0,0,3,0,3,0,0.005952,-12,2
9,0,0,ICB2,36,640,1,6,GREE,CE/T,URKE,Y WA,R II,,1921,1,6,350,1,350,2,2,4,8,8,1921,1,6,1,8,4,4,1,5,7,5,3,3,1,4,3,1,1,5,1,5,2,2,6,0,0,0,1,4,2,1,1921,9,12,104,103,15,15,1,5,60,1,1,3,28,4,7,999,999,4,1,1,2,4,1,2,4,1,2,1,6,6,0,1,9,1,1,9,1,1,2,1,1,1,3,640,1921,0,-5.078058,1,0,0,6,1,1,,0,18,TUR,1921,0.006232,,0,1,1,,,1,0,,,1,1,1,1,0,0,0.006232,0,,169,,342,0,709,12706,5.834811,,,,,,-5.078058,,1,,,1921,0,0,0,1944,0,2,0,0,0,3,0,3,,,,2
7,0,0,ICB2,37,95,2,21,COST,A RI,CA/P,ANAM,A BD,R,1921,2,21,94,1,94,1,9,9,1,9,1921,2,27,7,7,2,2,7,3,1,5,1,5,1,5,1,5,1,5,1,5,6,7,3,1,1,5,4,7,3,2,1921,8,24,185,178,42,42,1,6,60,1,1,1,0,2,1,1,1,4,1,3,1,1,2,2,2,1,1,1,6,3,0,9,9,9,9,9,9,9,9,9,9,9,2,95,1921,0,-9.552831,1,0,0,3,1,0,0,0,19,PAN,1921,0.000071,-3,0,,,0,-9,,0,,1,,1,0,0,0,0,0.000071,0,-3,0,,0,0,0,450,,,,,,,-9.552831,,0,0,1,1921,0,0,0,1950,0,0,0,0,0,0,0,,0,-0.000213,-3,0
9,0,0,ICB2,38,94,2,21,COST,A RI,CA/P,ANAM,A BD,R,1921,2,27,95,1,95,1,9,9,1,3,1921,3,7,9,7,2,2,7,1,1,5,1,5,1,5,1,5,1,5,1,5,6,7,3,1,1,5,1,6,3,2,1921,8,24,179,170,42,42,1,6,60,1,1,1,0,2,1,-1,-1,4,1,3,1,1,1,1,2,1,1,1,6,3,0,9,9,9,9,9,9,9,3,9,9,3,2,94,1921,0,-9.372859,1,0,0,3,1,0,1,0,19,COS,1921,0.000085,10,0,3,,3,30,,0,,-1,,1,0,0,0,0,0.000085,0,10,1,,0,0,0,430,,,,,,,-9.372859,,0,1,-1,1921,0,0,0,,0,0,0,0,0,0,0,,0.000085,0.00085,-10,0
2,0,0,ICB2,39,255,3,3,GERM,AN R,EPAR,ATIO,NS,,1921,3,3,997,1,997,3,9,1,3,3,1921,3,8,6,4,1,1,3,3,1,5,3,3,8,3,3,9,9,8,3,9,2,2,7,0,0,0,4,7,3,1,1921,5,11,70,64,32,33,1,7,60,1,1,2,18,1,1,11,11,7,1,3,2,1,1,1,4,1,2,1,6,2,0,1,1,1,1,1,1,1,1,1,1,2,2,255,1921,0,-2.379056,1,0,0,2,0,0,0,1,20,GMY,1921,0.092638,6,0,2,1,0,12,1,0,1,11,1,0,0,0,0,1,0.092638,0,6,114,74696,150490,9997,15980,62473,11.92165,,,,,,-2.379056,11.22118,1,1,11,1921,0,0,0,1916,1,0,0,0,0,0,0,0,0.092638,0.555828,66,0
2,0,0,ICB2,40,211,3,3,GERM,AN R,EPAR,ATIO,NS,,1921,4,5,220,1,220,3,9,1,3,3,1921,4,8,4,1,1,1,3,5,1,5,3,3,7,3,1,9,3,9,1,9,2,2,6,0,0,0,2,4,1,2,1921,5,11,37,33,33,33,2,6,60,1,1,1,0,1,1,-11,-11,3,1,3,1,1,3,2,2,1,1,3,6,0,0,9,9,1,3,3,9,3,9,9,2,9,1,211,1921,0,-4.544169,0,0,1,0,0,0,1,1,20,BEL,1921,0.010629,9,0,,,0,0,2,0,,-11,3,0,0,0,1,1,0.010629,0,9,100,39382,20454,789,889,7482,9.925934,,,,,,-4.544169,10.58106,0,1,-11,1921,0,0,0,1909,1,0,0,0,0,0,0,0,0.010629,0.095661,-99,0
7,0,0,ICB2,41,210,3,3,GERM,AN R,EPAR,ATIO,NS,,1921,5,2,220,1,211,1,9,1,3,3,1921,5,2,1,1,1,1,3,3,1,5,3,3,3,3,1,9,3,3,1,9,2,2,6,0,0,0,1,10,1,2,1921,5,11,10,9,33,33,2,6,60,1,1,1,0,1,1,-8,-8,7,1,1,1,1,3,1,2,1,1,1,6,0,0,2,9,1,3,3,3,3,9,9,2,9,1,210,1921,0,-5.105715,1,0,0,0,0,0,1,1,20,NTH,1921,0.006062,10,0,,,0,0,2,0,,-8,3,0,0,0,1,1,0.006062,0,10,14,38980,8908,0,1818,6920,9.094705,,,,,,-5.105715,10.5708,0,1,-8,1921,0,0,0,1913,1,0,0,0,0,0,0,0,0.006062,0.06062,-80,0
5,0,0,ICB2,42,315,3,27,KARL,'S R,ETUR,N HU,NGAR,Y,1921,3,27,996,1,310,1,9,1,3,3,1921,3,30,3,6,1,1,7,5,1,5,3,1,3,1,3,1,1,5,1,5,2,2,6,0,0,0,1,6,1,1,1921,4,5,10,6,32,32,2,9,60,1,1,1,0,1,1,999,999,3,1,3,1,1,1,2,2,1,1,2,6,2,0,1,2,9,9,9,1,1,9,3,2,2,1,315,1921,0,-4.390704,0,1,0,2,0,0,1,0,21,CZE,1921,0.012392,7,0,2,3,2,14,2,0,2,,1,0,0,0,0,1,0.012392,0,7,150,27478,19868,918,1012,13664,9.896866,,,,,,-4.390704,10.22114,0,1,,1921,0,0,0,1918,1,0,0,0,0,0,0,,0.012392,0.086744,,0
5,0,0,ICB2,43,345,3,27,KARL,'S R,ETUR,N HU,NGAR,Y,1921,3,27,996,1,310,1,9,1,4,3,1921,3,29,2,6,1,1,1,5,1,5,3,1,3,1,3,1,1,5,1,5,2,2,6,0,0,0,1,6,1,1,1921,4,5,10,8,35,35,2,9,60,1,1,1,0,1,1,999,999,3,1,3,2,2,1,2,2,1,2,2,6,2,0,1,9,9,9,1,9,1,1,1,9,9,1,345,1921,0,-5.179291,0,1,0,2,0,0,0,0,21,YUG,1921,0.005632,0,0,,1,0,0,,0,,,1,0,0,0,0,1,0.005632,0,0,155,33109,1600,27,322,12059,7.377759,,,,,,-5.179291,10.40756,0,0,,1921,0,0,0,1918,1,0,0,0,0,0,0,,0,0,,0
2,0,0,ICB2,44,310,3,27,KARL,'S R,ETUR,N HU,NGAR,Y,1921,3,30,997,1,315,1,9,1,1,3,1921,4,1,2,6,1,1,1,5,1,5,3,3,3,3,3,3,1,5,1,5,2,2,6,0,0,0,1,7,1,1,1921,4,5,7,5,32,32,1,10,60,1,1,1,0,1,1,999,999,3,1,3,1,2,1,2,4,1,1,1,6,2,0,1,9,1,1,9,1,1,1,1,1,1,1,310,1921,0,-5.364244,1,0,0,2,0,0,0,0,21,HUN,1921,0.004681,-1,0,1,1,0,-2,1,0,,,1,0,0,0,0,1,0.004681,0,-1,35,7250,4473,166,1181,8029,8.405814,,,,,,-5.364244,8.888757,0,0,,1921,0,0,0,1918,1,0,0,0,0,0,0,,0,-0.004681,,0
5,0,0,ICB2,45,345,3,27,KARL,'S R,ETUR,N HU,NGAR,Y,1921,10,20,996,1,310,1,9,1,4,3,1921,10,23,3,6,1,1,1,5,1,5,3,1,3,1,3,1,1,5,3,1,2,2,6,0,0,0,1,6,1,2,1921,11,12,24,21,35,35,2,10,60,1,1,1,0,1,1,999,999,3,1,3,2,2,2,2,2,1,2,2,6,2,0,1,9,9,9,1,9,1,1,1,9,9,1,345,1921,0,-5.179291,0,1,0,2,0,0,0,0,21,YUG,1921,0.005632,0,0,,1,0,0,,0,,,1,0,0,0,0,1,0.005632,0,0,155,33109,1600,27,322,12059,7.377759,,,,,,-5.179291,10.40756,0,0,,1921,0,0,0,1918,1,0,0,0,0,0,0,,0,0,,0
5,0,0,ICB2,46,315,3,27,KARL,'S R,ETUR,N HU,NGAR,Y,1921,10,20,996,1,310,1,9,1,3,3,1921,10,22,2,6,1,1,1,5,1,5,3,1,3,1,3,1,1,5,3,1,2,2,6,0,0,0,1,6,1,2,1921,11,15,27,25,32,32,2,10,60,1,1,1,0,1,1,999,999,3,1,3,1,1,1,2,2,1,1,2,6,2,0,1,2,9,9,9,1,1,2,3,2,2,1,315,1921,0,-4.390704,0,1,0,2,0,0,1,0,21,CZE,1921,0.012392,7,0,2,3,2,14,2,0,2,,1,0,0,0,0,1,0.012392,0,7,150,27478,19868,918,1012,13664,9.896866,,,,,,-4.390704,10.22114,0,1,,1921,0,0,0,1918,1,0,0,0,0,0,0,,0.012392,0.086744,,0
6,0,0,ICB2,47,310,3,27,KARL,'S R,ETUR,N HU,NGAR,Y,1921,10,20,996,2,315,1,9,1,3,3,1921,11,1,22,6,1,1,1,5,1,5,3,3,3,3,3,3,1,5,3,3,2,2,6,0,0,0,1,7,1,2,1921,11,15,27,14,32,32,1,11,60,1,1,1,0,1,1,999,999,3,1,3,1,2,1,1,4,1,1,1,6,2,0,1,9,1,1,9,1,1,1,1,1,1,1,310,1921,0,-5.364244,1,0,0,2,0,0,0,0,21,HUN,1921,0.004681,-1,0,1,1,0,-2,1,0,,,1,0,0,0,0,1,0.004681,0,-1,35,7250,4473,166,1181,8029,8.405814,,,,,,-5.364244,8.888757,0,0,,1921,0,0,0,1918,1,0,0,0,0,0,0,,0,-0.004681,,0
2,0,0,ICB2,48,345,5,11,AUST,RIAN,SEP,ARAT,ISTS,,1921,5,11,996,1,255,3,9,1,3,3,1921,5,12,2,6,1,1,1,5,1,5,3,1,3,1,3,1,3,3,1,5,2,2,7,0,0,0,1,5,1,2,1921,6,21,43,41,35,32,3,9,60,1,2,1,0,1,1,1,1,3,1,3,2,2,2,2,2,1,2,1,6,3,1,1,9,9,9,1,9,1,1,1,9,9,2,345,1921,0,-5.179291,1,0,0,3,0,0,0,0,22,YUG,1921,0.005632,0,0,,1,0,0,,0,,1,1,1,0,0,0,0,0.005632,0,0,155,33109,1600,27,322,12059,7.377759,,,,,,-5.179291,10.40756,0,0,1,1921,0,0,0,1918,1,0,0,0,0,0,0,,0,0,0,0
5,0,0,ICB2,49,305,5,11,AUST,RIAN,SEP,ARAT,ISTS,,1921,5,12,345,1,220,3,9,1,2,3,1921,6,1,21,1,1,1,1,5,1,5,3,1,3,3,3,3,3,3,1,5,2,2,6,0,0,0,1,7,1,2,1921,6,21,41,21,32,32,1,9,60,1,2,1,0,1,1,-1,-1,3,1,1,1,1,2,1,2,1,1,1,3,3,0,9,9,1,1,1,9,1,2,1,3,1,2,305,1921,0,-5.026155,1,0,0,3,0,0,1,0,22,AUS,1921,0.006564,8,0,1,1,3,24,3,0,,-1,1,1,0,0,0,0,0.006564,0,8,29,5649,7455,297,2118,6504,8.91664,,,,,,-5.026155,8.639234,0,1,-1,1921,0,0,0,1927,0,0,0,0,0,0,0,0,0.006564,0.052512,-8,0
7,0,0,ICB2,50,339,7,7,ALBA,NIAN,FRO,NTIE,R,,1921,7,7,345,1,345,2,9,1,1,8,1921,8,9,34,8,4,4,1,5,1,9,3,3,3,3,3,3,1,5,3,3,6,3,4,0,0,0,2,1,4,2,1921,11,18,135,102,35,35,1,10,60,1,1,2,19,4,1,-2,-2,3,1,3,1,2,1,1,2,1,1,1,6,3,0,4,4,4,4,4,4,4,4,4,4,4,2,339,1921,0,-8.55282,1,0,0,3,1,1,0,0,23,ALB,1921,0.000193,0,0,,,0,0,4,0,4,-2,,1,0,1,0,0,0.000193,0,0,3,1442,0,0,0,808,,,,,,,-8.55282,7.273787,1,0,-2,1921,0,0,0,1945,0,2,0,0,0,3,0,3,0,0,0,2
4,0,0,ICB2,51,345,7,7,ALBA,NIAN,FRO,NTIE,R,,1921,7,13,339,1,339,1,9,1,2,8,1921,9,18,68,8,4,4,1,5,1,5,3,3,3,3,3,3,1,5,3,3,6,3,4,0,0,0,2,9,4,2,1921,11,18,129,62,35,35,1,9,60,1,1,2,19,4,1,2,2,3,1,3,2,2,1,1,2,1,2,2,1,5,0,1,9,9,9,1,9,1,1,1,2,9,2,345,1921,0,-5.179291,0,1,0,5,1,1,0,0,23,YUG,1921,0.005632,0,0,,1,0,0,2,0,,2,1,1,1,1,0,0,0.005632,0,0,155,33109,1600,27,322,12059,7.377759,,,,,,-5.179291,10.40756,1,0,2,1921,0,0,0,1918,1,2,0,0,0,3,0,3,0,0,0,2
7,0,0,ICB2,52,310,8,28,BURG,ENLA,ND D,ISPU,TE,,1921,8,28,305,1,305,1,9,1,3,9,1921,8,28,47,7,2,2,1,5,1,5,3,1,3,1,3,1,1,5,1,5,2,2,5,0,0,0,4,1,3,2,1921,12,28,123,76,32,32,2,6,60,1,1,1,0,2,1,0,0,3,1,3,1,2,1,1,4,1,1,1,6,3,0,1,9,1,1,9,1,1,1,1,1,1,1,310,1921,0,-5.364244,1,0,0,3,1,0,0,0,24,HUN,1921,0.004681,-1,0,1,1,0,-3,1,0,,0,1,1,0,0,0,0,0.004681,0,-1,35,7250,4473,166,1181,8029,8.405814,,,,,,-5.364244,8.888757,0,0,0,1921,0,0,0,1918,1,0,0,0,0,0,0,,0,-0.004681,0,0
9,0,0,ICB2,53,305,8,28,BURG,ENLA,ND D,ISPU,TE,,1921,8,28,310,1,310,1,9,1,2,3,1921,10,13,47,7,2,2,1,5,1,5,3,3,3,3,3,3,1,5,1,5,2,2,7,0,0,0,2,9,2,2,1921,12,28,123,76,32,32,1,6,60,1,1,1,0,2,1,0,0,3,1,1,1,1,1,1,2,1,1,1,6,3,0,9,9,1,1,1,1,1,2,1,3,1,2,305,1921,0,-5.026155,1,0,0,3,1,0,1,0,24,AUS,1921,0.006564,8,0,1,1,3,24,3,0,,0,1,1,0,0,0,0,0.006564,0,8,29,5649,7455,297,2118,6504,8.91664,,,,,,-5.026155,8.639234,0,1,0,1921,0,0,0,1927,0,0,0,0,0,0,0,,0.006564,0.052512,0,0
9,0,0,ICB2,54,350,8,26,GREE,CE/T,URKE,Y WA,R II,I,1922,8,26,640,1,640,2,9,9,9,6,1922,8,26,1,8,4,4,1,5,1,4,1,9,1,9,1,9,1,9,1,9,2,2,6,0,0,0,4,4,3,2,1922,9,15,21,21,35,15,4,2,61,1,1,3,28,4,7,999,999,2,1,3,2,1,9,1,2,1,2,1,6,3,0,1,9,1,9,1,9,1,9,1,2,2,3,350,1922,0,-5.133651,1,0,0,3,1,1,0,0,25,GRC,1922,0.005895,0,0,2,1,0,0,2,0,,,1,1,0,1,0,0,0.005895,0,0,79,95188,289,0,535,5097,5.666427,,,,,,-5.133651,11.46361,1,0,,1922,0,0,0,1912,1,2,0,0,0,3,0,3,0,0,,2
2,0,0,ICB2,55,640,9,23,CHAN,AK,,,,,1922,9,23,200,1,200,3,2,1,2,6,1922,9,23,1,4,1,1,1,5,1,6,7,3,3,3,1,4,1,5,1,5,2,2,5,0,0,0,1,1,1,1,1922,10,11,19,18,15,15,1,3,61,1,1,1,0,1,1,-5,-5,6,1,1,2,4,1,2,4,1,2,1,6,3,1,1,9,1,9,1,9,1,9,1,2,2,3,640,1922,0,-4.869657,1,0,0,3,0,0,0,0,26,TUR,1922,0.007676,0,1,2,1,0,0,2,0,,-5,1,1,0,0,0,0,0.007676,0,0,209,,411,0,719,12845,6.018593,,,,,,-4.869657,,0,0,-5,1922,0,0,0,1944,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,ICB2,56,200,9,23,CHAN,AK,,,,,1922,9,23,640,1,640,2,9,1,3,7,1922,9,29,7,4,1,1,1,6,1,4,9,8,3,1,1,5,1,5,1,5,2,2,6,0,0,0,2,1,1,1,1922,10,11,19,12,33,15,4,3,61,1,1,1,0,1,1,5,5,6,1,1,2,1,3,1,2,1,3,1,2,4,0,3,1,3,3,1,9,3,2,2,2,2,3,200,1922,1,-2.35905,1,0,0,4,0,0,1,0,26,UKG,1922,0.09451,10,1,2,2,4,40,2,0,1,5,3,1,0,0,0,0,0.09451,1,10,368,549008,196303,5975,18539,44372,12.18742,,,,,,-2.35905,13.21587,0,1,5,1922,0,0,0,1918,1,0,0,0,0,0,0,0,0.09451,0.9450999,50,0
2,0,0,ICB2,57,290,1,22,RUHR,I,,,,,1923,1,22,365,1,365,3,9,1,3,3,1923,1,22,1,1,1,1,3,9,3,3,3,9,8,1,3,1,3,3,3,2,2,2,6,0,0,0,1,15,2,2,1923,7,88,191,35,31,32,2,7,61,1,1,2,21,1,1,999,999,7,1,3,2,1,1,3,2,1,2,1,6,5,0,1,9,1,1,1,2,1,2,1,2,2,2,290,1923,0,-3.787905,1,0,0,5,0,0,1,1,27,POL,1923,0.022643,8,0,2,1,5,40,2,0,,,1,1,1,0,0,0,0.022643,0,8,270,151393,24774,1135,2067,28532,10.11755,,,,,,-3.787905,11.92763,1,1,,1923,0,0,0,1918,1,0,0,0,0,0,0,0,0.022643,0.181144,,0
6,0,0,ICB2,58,255,1,22,RUHR,I,,,,,1923,2,28,997,1,220,3,9,1,1,4,1923,3,16,17,4,1,1,3,1,3,1,3,1,8,3,3,3,9,8,3,3,2,2,6,0,0,0,4,7,3,1,1923,9,27,212,196,32,32,1,8,61,1,1,2,18,1,1,999,999,7,1,3,2,1,2,4,4,1,2,1,3,2,0,1,1,1,1,9,2,1,2,1,2,2,2,255,1923,0,-2.400551,1,0,0,2,0,0,0,1,27,GMY,1923,0.090668,6,0,2,1,0,12,2,0,1,,1,0,0,0,0,1,0.090668,0,6,114,866282,125961,6305,17249,61577,11.74373,,,,,,-2.400551,13.67197,1,1,,1923,0,0,0,1916,1,0,0,0,0,0,0,0,0.090668,0.544008,,0
8,0,0,ICB2,59,210,1,22,RUHR,I,,,,,1923,3,9,997,1,220,3,9,1,4,3,1923,3,13,5,1,1,1,3,9,3,9,3,1,8,3,3,3,3,3,3,9,2,2,6,0,0,0,5,10,2,2,1923,9,27,141,136,33,32,2,6,61,1,1,1,0,1,1,999,999,7,1,1,1,1,3,1,2,1,1,1,6,5,0,9,1,9,2,9,2,2,2,2,2,2,2,210,1923,0,-5.075974,1,0,0,5,0,0,1,1,27,NTH,1923,0.006245,10,0,2,2,5,50,2,0,1,,2,1,1,0,0,0,0.006245,0,10,15,38318,10566,0,1893,7150,9.265396,,,,,,-5.075974,10.55367,0,1,,1923,0,0,0,1913,1,0,0,0,0,0,0,0,0.006245,0.06245,,0
9,0,0,ICB2,60,350,8,31,CORF,U IN,CIDE,NT,,,1923,8,31,325,1,325,3,9,1,3,3,1923,9,2,3,2,1,1,1,5,1,5,3,1,3,3,8,3,1,5,3,3,6,15,4,0,0,0,4,7,4,2,1923,9,29,30,28,35,35,1,8,61,1,1,1,0,2,1,999,999,4,1,3,2,3,1,1,2,1,2,1,6,3,0,9,9,9,9,9,9,9,1,9,1,1,2,350,1923,0,-5.427288,1,0,0,3,0,0,0,0,28,GRC,1923,0.004395,-2,0,1,,0,-6,1,0,,,,1,0,0,0,0,0.004395,0,-2,79,32837,385,0,551,6010,5.953243,,,,,,-5.427288,10.39931,0,0,,1923,0,0,0,1912,1,0,0,0,0,0,0,0,0,-0.00879,,0
2,0,0,ICB2,61,672,3,7,HIJA,Z/NA,JD W,AR,,,1924,3,7,671,1,671,1,1,1,9,8,1924,8,29,176,8,4,4,1,5,1,5,1,6,1,5,1,5,1,5,1,5,2,2,6,0,0,0,1,8,2,2,1925,12,19,653,477,15,15,2,2,62,1,1,1,0,4,1,999,999,2,1,3,3,2,2,1,4,1,2,1,6,4,2,9,9,9,9,9,9,9,9,9,9,9,3,672,1924,,,1,0,0,4,1,1,,0,29,NAJ,1924,,,0,,,,,,0,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,0,,,1924,0,0,0,,0,2,0,0,0,3,0,3,,,,2
9,0,0,ICB2,62,671,3,7,HIJA,Z/NA,JD W,AR,,,1924,9,1,672,1,672,2,1,2,1,8,1924,9,1,1,8,4,4,1,5,1,5,1,6,1,5,1,5,1,5,1,5,2,2,6,0,0,0,4,9,3,2,1925,12,19,475,475,15,15,1,2,62,1,1,1,0,4,1,999,999,2,1,4,2,2,2,1,4,1,1,1,6,6,0,2,2,2,2,2,2,2,2,2,2,2,3,671,1924,,,1,0,0,6,1,1,,0,29,HIJ,1924,,,0,2,2,,,2,0,2,,2,1,1,1,0,0,,,,,,,,,,,,,,,,,,0,,,1924,0,0,0,,0,2,0,0,0,3,0,3,,,,2
2,0,0,ICB2,63,255,4,29,RUHR,II,,,,,1924,4,29,220,1,220,3,9,1,1,3,1924,8,9,103,1,1,1,3,1,1,5,3,1,3,3,3,2,9,8,3,2,2,2,6,0,0,0,2,1,1,2,1924,8,16,110,7,32,32,1,11,62,1,1,2,18,1,1,999,999,9,1,3,2,1,2,4,4,1,2,3,1,0,0,1,1,1,1,9,1,1,1,1,1,2,2,255,1924,0,-2.530277,0,0,1,0,0,0,0,1,30,GMY,1924,0.079637,6,1,2,1,0,0,1,0,1,,1,0,0,0,1,1,0.079637,0,6,114,118739,172094,9835,17922,61953,12.0558,,,,,,-2.530277,11.68468,1,1,,1924,0,0,0,1916,1,0,0,0,0,0,0,0,0.079637,0.477822,,0
5,0,0,ICB2,64,220,4,29,RUHR,II,,,,,1924,7,8,255,1,255,2,9,1,2,3,1924,8,16,40,1,1,1,3,1,1,5,3,1,9,8,3,1,3,3,3,1,2,2,6,0,0,0,2,1,1,2,1924,8,30,54,14,33,32,2,11,62,1,1,2,18,1,1,999,999,9,1,1,2,1,3,4,2,1,3,1,6,0,0,1,9,1,1,2,2,1,2,2,2,2,2,220,1924,1,-2.797177,1,0,0,0,0,0,1,1,30,FRN,1924,0.060982,9,1,2,2,0,0,2,0,,,1,0,0,0,1,1,0.060982,1,9,479,261851,78234,6670,6149,40310,11.26746,,,,,,-2.797177,12.47553,1,1,,1924,0,0,0,1909,1,0,0,0,0,0,0,0,0.060982,0.548838,,0
2,0,0,ICB2,65,640,9,29,MOSU,L LA,ND D,ISPU,TE,,1924,9,29,200,1,200,3,9,1,2,3,1924,10,3,5,3,1,1,1,5,1,5,3,3,1,5,1,5,1,5,1,5,6,9,2,0,0,0,2,2,1,2,1924,11,15,48,43,15,15,1,2,62,1,1,1,0,2,1,999,999,6,1,1,2,2,1,1,4,1,2,2,6,3,0,1,9,9,1,9,9,1,1,9,2,1,2,640,1924,0,-4.958565,0,1,0,3,0,0,0,0,31,TUR,1924,0.007023,-6,1,1,,0,-18,2,0,,,1,1,0,0,0,0,0.007023,0,-6,129,17820,769,0,744,13127,6.645091,,,,,,-4.958565,9.788076,0,0,,1924,0,0,0,1944,0,0,0,0,0,0,0,0,0,-0.042138,,0
