year,month,ICB_crisno,ICB_cracno,ICB_cracid,ICB_actor,ICB_crisname,ICB_cenvio,ICB_sevvio,ICB_trigym,ICB_termym,ICB_totaldura,ICB_dura,outcom_victory,outcom_compromise,outcom_stalemate,outcom_defeat,satisfy_all,satisfy_usonly,satisfy_enemyonly,satisfy_none,satisfy_us,nonsatisfy_us,yearmonth,presidentid,approve,disapprove,confidence,difference,approveL1,approve_detrend,appch,appchpc,disappch,disappchpc,demparty,term2,misery,miseryL1,elecmonth,electermid,elecyear,reelecyear,tenure,firstyear,partisan_conflict_monthly
1989,1,386,833,2,USA,LIBYAN JETS,4,2,1988m12,1989m1,2,2,1,0,0,0,1,0,0,0,1,0,198901,George Bush,51,6,89.473686,45,,-11.992316,,,,,0,0,10.067245,9.7194099,0,53,0,0,1,1,82.129997
1989,2,,,,,,,,,,,,0,,,,,,,,0,0,198902,George Bush,61,12,83.561646,49,51,-1.9698176,10,19.607843,6,100,0,0,10.027584,10.067245,0,53,0,0,2,1,77.559998
1989,3,,,,,,,,,,,,0,,,,,,,,0,0,198903,George Bush,59,15.5,79.194633,43.5,61,-3.9473193,-2,-3.2786884,3.5,29.166666,0,0,9.9785433,10.027584,0,53,0,0,3,1,82.790001
1989,4,,,,,,,,,,,,0,,,,,,,,0,0,198904,George Bush,55.5,16.5,77.083336,39,59,-7.4248209,-3.5,-5.9322033,1,6.4516129,0,0,10.323826,9.9785433,0,53,0,0,4,1,82.25
1989,5,,,,,,,,,,,,0,,,,,,,,0,0,198905,George Bush,58.400002,20.4,74.111679,38,55.5,-4.5023208,2.9000015,5.2252278,3.8999996,23.636362,0,0,10.561705,10.323826,0,53,0,0,5,1,92.199997
1989,6,,,,,,,,,,,,0,,,,,,,,0,0,198906,George Bush,64.666664,16,80.165291,48.666664,58.400002,1.7868401,6.2666626,10.730586,-4.3999996,-21.568626,0,0,10.46949,10.561705,0,53,0,0,6,1,95.57
1989,7,,,,,,,,,,,,0,,,,,,,,0,0,198907,George Bush,66,18,78.571426,48,64.666664,3.1426744,1.3333359,2.0618596,2,12.5,0,0,10.178904,10.46949,0,53,0,0,7,1,97.25
1989,8,,,,,,,,,,,,0,,,,,,,,0,0,198908,George Bush,64.333336,18.666666,77.51004,45.666672,66,1.4985086,-1.6666641,-2.5252488,0.66666603,3.7037001,0,0,9.9058809,10.178904,0,53,0,0,8,1,68.830002
1989,9,,,,,,,,,,,,0,,,,,,,,0,0,198909,George Bush,67.5,17,79.88166,50.5,64.333336,4.6876712,3.1666641,4.9222755,-1.666666,-8.9285679,0,0,9.6405649,9.9058809,0,53,0,0,9,1,87.459999
1989,10,,,,,,,,,,,,0,,,,,,,,0,0,198910,George Bush,64,19.666666,76.494026,44.333336,67.5,1.2101696,-3.5,-5.185185,2.666666,15.686271,0,0,9.7925138,9.6405649,0,53,0,0,10,1,98.82
1989,11,,,,,,,,,,,,0,,,,,,,,0,0,198911,George Bush,66,19.5,77.192986,46.5,64,3.2326679,2,3.125,-0.16666603,-0.84745443,0,0,10.055028,9.7925138,0,53,0,0,11,1,102.43
1989,12,391,841,2,USA,INVASION OF PANAMA,4,3,1989m12,1990m1,2,1,0,0,0,0,0,0,0,0,0,0,198912,George Bush,68.5,17.5,79.651161,51,66,5.7551665,2.5,3.7878788,-2,-10.256411,0,0,10.047302,10.055028,0,53,0,0,12,1,76.489998
1990,1,391,841,2,USA,INVASION OF PANAMA,4,3,1989m12,1990m1,2,2,1,0,0,0,0,1,0,0,1,0,199001,George Bush,79,10,88.764046,69,,18.257524,,,,,0,0,10.602315,10.047302,0,53,0,0,13,0,82.900002
1990,2,,,,,,,,,,,,0,,,,,,,,0,0,199002,George Bush,72.666664,15.333333,82.57576,57.333332,79,11.946687,-6.3333359,-8.016881,5.333333,53.333328,0,0,10.56316,10.602315,0,53,0,0,14,0,87.93
1990,3,,,,,,,,,,,,0,,,,,,,,0,0,199003,George Bush,70.5,18,79.661018,52.5,72.666664,9.8025208,-2.1666641,-2.981648,2.666667,17.391306,0,0,10.433028,10.56316,0,53,0,0,15,0,92.529999
1990,4,,,,,,,,,,,,0,,,,,,,,0,0,199004,George Bush,69,15.5,81.656807,53.5,70.5,8.3250198,-1.5,-2.1276596,-2.5,-13.888889,0,0,10.111612,10.433028,0,53,0,0,16,0,88.690002
1990,5,,,,,,,,,,,,0,,,,,,,,0,0,199005,George Bush,66,19.5,77.192986,46.5,69,5.347518,-3,-4.347826,4,25.806452,0,0,9.7618694,10.111612,0,53,0,0,17,0,100.21
1990,6,,,,,,,,,,,,0,,,,,,,,0,0,199006,George Bush,69,16,81.176468,53,66,8.3700161,3,4.5454545,-3.5,-17.948717,0,0,9.8736458,9.7618694,0,53,0,0,18,0,105.12
1990,7,,,,,,,,,,,,0,,,,,,,,0,0,199007,George Bush,61.400002,25,71.064812,36.400002,69,0.79251611,-7.5999985,-11.01449,9,56.25,0,0,10.323145,9.8736458,0,53,0,0,19,0,106.32
1990,8,,,,,,,,,,,,0,,,,,,,,0,0,199008,George Bush,73.285713,16.428572,81.687897,56.85714,61.400002,12.700727,11.885712,19.357836,-8.5714283,-34.285713,0,0,11.317984,10.323145,0,53,0,0,20,0,94.029999
1990,9,,,,,,,,,,,,0,,,,,,,,0,0,199009,George Bush,67.199997,21.200001,76.018097,45.999996,73.285713,6.6375084,-6.0857162,-8.3040962,4.7714291,29.04348,0,0,12.059998,11.317984,0,53,0,0,21,0,101.64
1990,10,393,846,2,USA,GULF WAR,4,4,1990m10,1991m4,7,1,0,0,0,0,0,0,0,0,0,0,199010,George Bush,56.599998,32.200001,63.738739,24.399998,67.199997,-3.9399917,-10.599998,-15.773808,11,51.886791,0,0,12.18981,12.059998,0,53,0,0,22,0,147.64999
1990,11,393,846,2,USA,GULF WAR,4,4,1990m10,1991m4,7,2,0,0,0,0,0,0,0,0,0,0,199011,George Bush,56,32.400002,63.348415,23.599998,56.599998,-4.5174918,-0.59999847,-1.060068,0.20000076,0.62112039,0,0,12.474822,12.18981,0,53,0,0,23,0,107.48
1990,12,393,846,2,USA,GULF WAR,4,4,1990m10,1991m4,7,3,0,0,0,0,0,0,0,0,0,0,199012,George Bush,60.75,29.25,67.5,31.5,56,0.25500661,4.75,8.4821424,-3.1500015,-9.7222261,0,0,12.406269,12.474822,0,53,0,0,24,0,85.489998
1991,1,393,846,2,USA,GULF WAR,4,4,1990m10,1991m4,7,4,0,0,0,0,0,0,0,0,0,0,199101,George Bush,74.555557,17.333334,81.136635,57.222221,,16.062922,,,,,0,0,12.051495,12.406269,0,53,0,0,25,0,85.980003
1991,2,393,846,2,USA,GULF WAR,4,4,1990m10,1991m4,7,5,0,0,0,0,0,0,0,0,0,0,199102,George Bush,80.833336,13.166667,85.992905,67.666672,74.555557,22.363199,6.2777786,8.420269,-4.166667,-24.038462,0,0,11.912502,12.051495,0,53,0,0,26,0,85.529999
1991,3,393,846,2,USA,GULF WAR,4,4,1990m10,1991m4,7,6,0,0,0,0,0,0,0,0,0,0,199103,George Bush,84.25,9.5,89.866669,74.75,80.833336,25.802361,3.4166641,4.2268009,-3.666667,-27.848103,0,0,11.695107,11.912502,0,53,0,0,27,0,93.209999
1991,4,393,846,2,USA,GULF WAR,4,4,1990m10,1991m4,7,7,1,0,0,0,0,1,0,0,1,0,199104,George Bush,77,13,85.555557,64,84.25,18.57486,-7.25,-8.605341,3.5,36.842106,0,0,11.587512,11.695107,0,53,0,0,28,0,94.410004
1991,5,,,,,,,,,,,,0,,,,,,,,0,0,199105,George Bush,74.75,16.5,81.917809,58.25,77,16.347359,-2.25,-2.9220779,3.5,26.923077,0,0,11.853567,11.587512,0,53,0,0,29,0,112.11
1991,6,,,,,,,,,,,,0,,,,,,,,0,0,199106,George Bush,70.666664,19.666666,78.228783,51,74.75,12.286521,-4.0833359,-5.4626565,3.166666,19.191916,0,0,11.595924,11.853567,0,53,0,0,30,0,125.53
1991,7,,,,,,,,,,,,0,,,,,,,,0,0,199107,George Bush,69.25,21,76.7313,48.25,70.666664,10.892355,-1.4166641,-2.0047135,1.333334,6.7796645,0,0,11.247856,11.595924,0,53,0,0,31,0,120.6
1991,8,,,,,,,,,,,,0,,,,,,,,0,0,199108,George Bush,69.400002,20.799999,76.940132,48.600002,69.25,11.064855,0.15000153,0.2166087,-0.20000076,-0.95238459,0,0,10.699392,11.247856,0,53,0,0,32,0,87.720001
1991,9,,,,,,,,,,,,0,,,,,,,,0,0,199109,George Bush,64.333336,25.333334,71.747215,39,69.400002,6.0206876,-5.0666656,-7.3006706,4.5333347,21.79488,0,0,10.291108,10.699392,0,53,0,0,33,0,107.41
1991,10,,,,,,,,,,,,0,,,,,,,,0,0,199110,George Bush,64,27.333334,70.07299,36.666664,64.333336,5.7098503,-0.33333588,-0.51813865,2,7.8947368,0,0,9.9213438,10.291108,0,53,0,0,34,0,117.94
1991,11,,,,,,,,,,,,0,,,,,,,,0,0,199111,George Bush,51,39,56.666668,12,64,-7.2676516,-13,-20.3125,11.666666,42.682922,0,0,9.9895363,9.9213438,0,53,0,0,35,0,115
1991,12,,,,,,,,,,,,0,,,,,,,,0,0,199112,George Bush,,,,,51,,,,,,0,0,10.364268,9.9895363,0,53,0,0,36,0,77.519997
1992,1,,,,,,,,,,,,0,,,,,,,,0,0,199201,George Bush,45,48,48.387096,-3,,-11.242795,,,,,0,0,9.9002972,10.364268,0,53,1,1,37,0,82.639999
1992,2,,,,,,,,,,,,0,,,,,,,,0,0,199202,George Bush,40.200001,49.400002,44.86607,-9.2000008,45,-16.020296,-4.7999992,-10.666665,1.4000015,2.9166698,0,0,10.218993,9.9002972,0,53,1,1,38,0,93.110001
1992,3,,,,,,,,,,,,0,,,,,,,,0,0,199203,George Bush,40.5,48.5,45.505619,-8,40.200001,-15.697799,0.29999924,0.74626672,-0.90000153,-1.8218654,0,0,10.585188,10.218993,0,53,1,1,39,0,109.56
1992,4,,,,,,,,,,,,0,,,,,,,,0,0,199204,George Bush,40.333332,49.333332,44.981411,-9,40.5,-15.841968,-0.16666794,-0.41152579,0.83333206,1.7182105,0,0,10.580476,10.585188,0,53,1,1,40,0,99.620003
1992,5,,,,,,,,,,,,0,,,,,,,,0,0,199205,George Bush,40.5,51.5,44.02174,-11,40.333332,-15.652802,0.16666794,0.41322631,2.1666679,4.3918948,0,0,10.623592,10.580476,0,53,1,1,41,0,106.55
1992,6,,,,,,,,,,,,0,,,,,,,,0,0,199206,George Bush,36.666668,54.666668,40.145985,-18,40.5,-19.463634,-3.8333321,-9.4650173,3.1666679,6.14887,0,0,10.888233,10.623592,0,53,1,1,42,0,117.97
1992,7,,,,,,,,,,,,0,,,,,,,,0,0,199207,George Bush,30.333334,59,33.955223,-28.666666,36.666668,-25.774471,-6.333334,-17.272728,4.3333321,7.926827,0,0,10.857124,10.888233,0,53,1,1,43,0,115.42
1992,8,,,,,,,,,,,,0,,,,,,,,0,0,199208,George Bush,36.666668,56,39.568348,-19.333332,30.333334,-19.418638,6.333334,20.879122,-3,-5.0847459,0,0,10.747868,10.857124,0,53,1,1,44,0,111.32
1992,9,,,,,,,,,,,,0,,,,,,,,0,0,199209,George Bush,34.75,56,38.292011,-21.25,36.666668,-21.312809,-1.9166679,-5.2272758,0,0,0,0,10.588343,10.747868,0,53,1,1,45,0,117.97
1992,10,,,,,,,,,,,,0,,,,,,,,0,0,199210,George Bush,34.666668,57,37.818184,-22.333332,34.75,-21.373642,-0.083332062,-0.23980449,1,1.7857143,0,0,10.502337,10.588343,0,53,1,1,46,0,133.49001
1992,11,,,,,,,,,,,,0,,,,,,,,0,0,199211,George Bush,42,46,47.727272,-4,34.666668,-14.017811,7.3333321,21.153841,-11,-19.298246,0,0,10.447893,10.502337,1,53,1,1,47,0,115.44
1992,12,,,,,,,,,,,,0,,,,,,,,0,0,199212,George Bush,48.5,43.5,52.717392,5,42,-7.4953127,6.5,15.476191,-2.5,-5.4347825,0,0,10.300653,10.447893,0,54,0,0,48,0,80.110001
1993,1,,,,,,,,,,,,0,,,,,,,,0,0,199301,William J. Clinton,55.666668,29,65.748032,26.666668,,-6.9614348,,,,,1,0,10.558508,10.300653,0,54,0,0,1,1,92.769997
1993,2,,,,,,,,,,,,0,,,,,,,,0,0,199302,William J. Clinton,54.5,30.5,64.117645,24,55.666668,-8.1056042,-1.1666679,-2.0958107,1.5,5.1724138,1,0,10.346753,10.558508,0,54,0,0,2,1,96.68
1993,3,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,1,0,0,0,0,0,0,0,0,0,0,199303,William J. Clinton,52,35,59.770115,17,54.5,-10.583106,-2.5,-4.5871558,4.5,14.754098,1,0,10.086864,10.346753,0,54,0,0,3,1,96.559998
1993,4,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,2,0,0,0,0,0,0,0,0,0,0,199304,William J. Clinton,55,37,59.782608,18,52,-7.5606079,3,5.7692308,2,5.7142859,1,0,10.325807,10.086864,0,54,0,0,4,1,130.03
1993,5,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,3,0,0,0,0,0,0,0,0,0,0,199305,William J. Clinton,44,44.5,49.717514,-0.5,55,-18.538109,-11,-20,7.5,20.270269,1,0,10.321188,10.325807,0,54,0,0,5,1,121.8
1993,6,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,4,0,0,0,0,0,0,0,0,0,0,199306,William J. Clinton,39.666668,48.666668,44.905659,-9,44,-22.848944,-4.3333321,-9.8484821,4.1666679,9.3632984,1,0,9.995718,10.321188,0,54,0,0,6,1,101.81
1993,7,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,5,0,0,0,0,0,0,0,0,0,0,199307,William J. Clinton,45,45.5,49.723759,-0.5,39.666668,-17.493113,5.3333321,13.445374,-3.1666679,-6.5068517,1,0,9.6757965,9.995718,0,54,0,0,7,1,91.690002
1993,8,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,6,0,0,0,0,0,0,0,0,0,0,199308,William J. Clinton,43.5,46.5,48.333332,-3,45,-18.970613,-1.5,-3.3333333,1,2.1978023,1,0,9.5679274,9.6757965,0,54,0,0,8,1,91.400002
1993,9,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,7,0,0,0,0,0,0,0,0,0,0,199309,William J. Clinton,49.333332,39,55.849056,10.333332,43.5,-13.114783,5.8333321,13.409959,-7.5,-16.129032,1,0,9.3893156,9.5679274,0,54,0,0,9,1,88.199997
1993,10,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,8,0,0,0,0,0,0,0,0,0,0,199310,William J. Clinton,48,43,52.747253,5,49.333332,-14.425617,-1.3333321,-2.7027001,4,10.256411,1,0,9.5503483,9.3893156,0,54,0,0,10,1,90.199997
1993,11,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,9,0,0,0,0,0,0,0,0,0,0,199311,William J. Clinton,47.666668,43,52.573528,4.6666679,48,-14.736451,-0.33333206,-0.6944418,0,0,1,0,9.2760582,9.5503483,0,54,0,0,11,1,89.610001
1993,12,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,10,0,0,0,0,0,0,0,0,0,0,199312,William J. Clinton,49.5,40,55.307262,9.5,47.666668,-12.880621,1.8333321,3.8461511,-3,-6.9767442,1,0,9.2484207,9.2760582,0,54,0,0,12,1,81.779999
1994,1,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,11,0,0,0,0,0,0,0,0,0,0,199401,William J. Clinton,54.666668,36.666668,59.854015,18,,-5.7115946,,,,,1,0,9.1245375,9.2484207,0,54,0,0,13,0,79.800003
1994,2,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,12,0,0,0,0,0,0,0,0,0,0,199402,William J. Clinton,53,40,56.989246,13,54.666668,-7.3557644,-1.6666679,-3.0487828,3.3333321,9.0909052,1,0,9.1157169,9.1245375,0,54,0,0,14,0,79
1994,3,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,13,0,0,0,0,0,0,0,0,0,0,199403,William J. Clinton,50.5,41,55.191257,9.5,53,-9.8332663,-2.5,-4.7169809,1,2.5,1,0,9.0069571,9.1157169,0,54,0,0,15,0,78.260002
1994,4,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,14,0,0,0,0,0,0,0,0,0,0,199404,William J. Clinton,49,42,53.846153,7,50.5,-11.310767,-1.5,-2.9702971,1,2.4390244,1,0,8.7611065,9.0069571,0,54,0,0,16,0,72.879997
1994,5,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,15,0,0,0,0,0,0,0,0,0,0,199405,William J. Clinton,50,42,54.347828,8,49,-10.288269,1,2.0408163,0,0,1,0,8.3884907,8.7611065,0,54,0,0,17,0,77.550003
1994,6,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,16,0,0,0,0,0,0,0,0,0,0,199406,William J. Clinton,46,45.666668,50.181816,0.33333206,50,-14.265771,-4,-8,3.6666679,8.7301617,1,0,8.5930786,8.3884907,0,54,0,0,18,0,85.480003
1994,7,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,17,0,0,0,0,0,0,0,0,0,0,199407,William J. Clinton,42.5,48,46.961327,-5.5,46,-17.743273,-3.5,-7.6086955,2.3333321,5.1094861,1,0,8.8700829,8.5930786,0,54,0,0,19,0,79.82
1994,7,411,890,2,USA,HAITI MIL. REGIME,1,1,1994m7,1994m10,4,1,0,0,0,0,0,0,0,0,0,0,199407,William J. Clinton,42.5,48,46.961327,-5.5,46,-17.743273,-3.5,-7.6086955,2.3333321,5.1094861,1,0,8.8700829,8.5930786,0,54,0,0,19,0,79.82
1994,8,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,18,0,0,0,0,0,0,0,0,0,0,199408,William J. Clinton,41,49.5,45.303867,-8.5,42.5,-19.220774,-1.5,-3.5294118,1.5,3.125,1,0,8.9005508,8.8700829,0,54,0,0,20,0,84.68
1994,8,411,890,2,USA,HAITI MIL. REGIME,1,1,1994m7,1994m10,4,2,0,0,0,0,0,0,0,0,0,0,199408,William J. Clinton,41,49.5,45.303867,-8.5,42.5,-19.220774,-1.5,-3.5294118,1.5,3.125,1,0,8.9005508,8.8700829,0,54,0,0,20,0,84.68
1994,9,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,19,0,0,0,0,0,0,0,0,0,0,199409,William J. Clinton,41.333332,51.333332,44.604317,-10,41,-18.864943,0.33333206,0.81300503,1.8333321,3.703701,1,0,8.8634653,8.9005508,0,54,0,0,21,0,85.379997
1994,9,411,890,2,USA,HAITI MIL. REGIME,1,1,1994m7,1994m10,4,3,0,0,0,0,0,0,0,0,0,0,199409,William J. Clinton,41.333332,51.333332,44.604317,-10,41,-18.864943,0.33333206,0.81300503,1.8333321,3.703701,1,0,8.8634653,8.9005508,0,54,0,0,21,0,85.379997
1994,10,408,885,2,USA,N. KOREA NUCLEAR I,1,1,1993m3,1994m10,20,20,0,1,0,0,1,0,0,0,1,0,199410,William J. Clinton,43.333332,49.666668,46.594982,-6.3333359,41.333332,-16.842445,2,4.8387098,-1.6666641,-3.2467484,1,0,8.4081011,8.8634653,0,54,0,0,22,0,95.57
1994,10,411,890,2,USA,HAITI MIL. REGIME,1,1,1994m7,1994m10,4,4,1,0,0,0,0,1,0,0,1,0,199410,William J. Clinton,43.333332,49.666668,46.594982,-6.3333359,41.333332,-16.842445,2,4.8387098,-1.6666641,-3.2467484,1,0,8.4081011,8.8634653,0,54,0,0,22,0,95.57
1994,10,412,894,2,USA,IRAQ DEPLOY./KUWAIT,1,1,1994m10,1994m11,2,1,0,0,0,0,0,0,0,0,0,0,199410,William J. Clinton,43.333332,49.666668,46.594982,-6.3333359,41.333332,-16.842445,2,4.8387098,-1.6666641,-3.2467484,1,0,8.4081011,8.8634653,0,54,0,0,22,0,95.57
1994,11,412,894,2,USA,IRAQ DEPLOY./KUWAIT,1,1,1994m10,1994m11,2,2,1,0,0,0,0,1,0,0,1,0,199411,William J. Clinton,44,47,48.35165,-3,43.333332,-16.153278,0.66666794,1.5384645,-2.6666679,-5.3691301,1,0,8.2748928,8.4081011,0,54,0,0,23,0,113.41
1994,12,,,,,,,,,,,,0,,,,,,,,0,0,199412,William J. Clinton,41.333332,51,44.765343,-9.6666679,44,-18.797449,-2.6666679,-6.0606089,4,8.5106382,1,0,8.1748924,8.2748928,0,54,0,0,24,0,82.93
1995,1,,,,,,,,,,,,0,,,,,,,,0,0,199501,William J. Clinton,46,45,50.54945,1,,-12.128423,,,,,1,0,8.4043818,8.1748924,0,54,0,0,25,0,98.57
1995,2,,,,,,,,,,,,0,,,,,,,,0,0,199502,William J. Clinton,45,45.5,49.723759,-0.5,46,-13.105924,-1,-2.173913,0.5,1.1111112,1,0,8.2629833,8.4043818,0,54,0,0,26,0,113.22
1995,3,,,,,,,,,,,,0,,,,,,,,0,0,199503,William J. Clinton,43.5,46,48.603352,-2.5,45,-14.583426,-1.5,-3.3333333,0.5,1.0989012,1,0,8.2532587,8.2629833,0,54,0,0,27,0,106.52
1995,4,,,,,,,,,,,,0,,,,,,,,0,0,199504,William J. Clinton,47.333332,42.666668,52.59259,4.6666641,43.5,-10.727595,3.8333321,8.8122578,-3.3333321,-7.2463741,1,0,8.8529177,8.2532587,0,54,0,0,28,0,102.52
1995,5,,,,,,,,,,,,0,,,,,,,,0,0,199505,William J. Clinton,50,42,54.347828,8,47.333332,-8.0384293,2.6666679,5.6338058,-0.66666794,-1.562503,1,0,8.786438,8.8529177,0,54,0,0,29,0,111.97
1995,6,,,,,,,,,,,,0,,,,,,,,0,0,199506,William J. Clinton,46,42,52.272728,4,50,-12.01593,-4,-8,0,0,1,0,8.6405401,8.786438,0,54,0,0,30,0,117.71
1995,7,,,,,,,,,,,,0,,,,,,,,0,0,199507,William J. Clinton,46.5,43,51.955307,3.5,46,-11.493432,0.5,1.0869565,1,2.3809524,1,0,8.4628067,8.6405401,0,54,0,0,31,0,99.120003
1995,8,,,,,,,,,,,,0,,,,,,,,0,0,199508,William J. Clinton,45,42.5,51.42857,2.5,46.5,-12.970934,-1.5,-3.2258065,-0.5,-1.1627907,1,0,8.3174458,8.4628067,0,54,0,0,32,0,87.239998
1995,9,,,,,,,,,,,,0,,,,,,,,0,0,199509,William J. Clinton,45,43,51.136364,2,45,-12.948435,0,0,0.5,1.1764706,1,0,8.1435089,8.3174458,0,54,0,0,33,0,100.35
1995,10,,,,,,,,,,,,0,,,,,,,,0,0,199510,William J. Clinton,47.5,40.5,53.977272,7,45,-10.425937,2.5,5.5555553,-2.5,-5.8139534,1,0,8.3093624,8.1435089,0,54,0,0,34,0,104.14
1995,11,,,,,,,,,,,,0,,,,,,,,0,0,199511,William J. Clinton,52.5,38.5,57.692307,14,47.5,-5.4034386,5,10.526316,-2,-4.9382715,1,0,8.2052164,8.3093624,0,54,0,0,35,0,138
1995,12,,,,,,,,,,,,0,,,,,,,,0,0,199512,William J. Clinton,50,43,53.763439,7,52.5,-7.88094,-2.5,-4.7619047,4.5,11.688312,1,0,8.1384125,8.2052164,0,54,0,0,36,0,129.24001
1996,1,,,,,,,,,,,,0,,,,,,,,0,0,199601,William J. Clinton,46.666668,45.666668,50.541515,1,,-9.2119141,,,,,1,0,8.3278713,8.1384125,0,54,1,1,37,0,128.37
1996,2,,,,,,,,,,,,0,,,,,,,,0,0,199602,William J. Clinton,53,40,56.989246,13,46.666668,-2.8560839,6.3333321,13.571425,-5.6666679,-12.408762,1,0,8.1507626,8.3278713,0,54,1,1,38,0,99.050003
1996,3,,,,,,,,,,,,0,,,,,,,,0,0,199603,William J. Clinton,53,37.5,58.563538,15.5,53,-2.8335853,0,0,-2.5,-6.25,1,0,8.3401604,8.1507626,0,54,1,1,39,0,119.44
1996,4,,,,,,,,,,,,0,,,,,,,,0,0,199604,William J. Clinton,54.5,38,58.918919,16.5,53,-1.311087,1.5,2.8301888,0.5,1.3333334,1,0,8.4966488,8.3401604,0,54,1,1,40,0,107.49
1996,5,,,,,,,,,,,,0,,,,,,,,0,0,199605,William J. Clinton,53.5,38,58.469944,15.5,54.5,-2.2885885,-1,-1.8348624,0,0,1,0,8.4909391,8.4966488,0,54,1,1,41,0,120.63
1996,6,,,,,,,,,,,,0,,,,,,,,0,0,199606,William J. Clinton,54,38.5,58.37838,15.5,53.5,-1.7660902,0.5,0.93457943,0.5,1.3157895,1,0,8.0540962,8.4909391,0,54,1,1,42,0,102.95
1996,7,,,,,,,,,,,,0,,,,,,,,0,0,199607,William J. Clinton,56.5,35,61.748634,21.5,54,0.75640827,2.5,4.6296296,-3.5,-9.090909,1,0,8.45082,8.0540962,0,54,1,1,43,0,99.389999
1996,8,419,908,2,USA,DESERT STRIKE,4,2,1996m8,1996m9,2,1,0,0,0,0,0,0,0,0,0,0,199608,William J. Clinton,55.25,36.75,60.054348,18.5,56.5,-0.47109336,-1.25,-2.2123895,1.75,5,1,0,7.977704,8.45082,0,54,1,1,44,0,108.96
1996,9,419,908,2,USA,DESERT STRIKE,4,2,1996m8,1996m9,2,2,1,0,0,0,0,1,0,0,1,0,199609,William J. Clinton,,,,,55.25,,,,,,1,0,8.2026148,7.977704,0,54,1,1,45,0,90.050003
1996,10,,,,,,,,,,,,0,,,,,,,,0,0,199610,William J. Clinton,56,35,61.53846,21,,0.32390344,,,,,1,0,8.1928473,8.2026148,0,54,1,1,46,0,96.150002
1996,11,,,,,,,,,,,,0,,,,,,,,0,0,199611,William J. Clinton,57,34,62.637363,23,56,1.3464018,1,1.7857143,-1,-2.8571429,1,0,8.6552086,8.1928473,1,54,1,1,47,0,84.629997
1996,12,,,,,,,,,,,,0,,,,,,,,0,0,199612,William J. Clinton,57,34,62.637363,23,57,1.3689003,0,0,0,0,1,0,8.7224798,8.6552086,0,55,0,0,48,0,76.410004
1997,1,,,,,,,,,,,,0,,,,,,,,0,0,199701,William J. Clinton,59,31.333334,65.313652,27.666666,,5.3712583,,,,,1,1,8.3440495,8.7224798,0,55,0,0,49,0,82.779999
1997,2,,,,,,,,,,,,0,,,,,,,,0,0,199702,William J. Clinton,56,32,63.636364,24,59,2.3937564,-3,-5.0847459,0.66666603,2.1276574,1,1,8.2342234,8.3440495,0,55,0,0,50,0,85.290001
1997,3,,,,,,,,,,,,0,,,,,,,,0,0,199703,William J. Clinton,59,35,62.765957,24,56,5.416255,3,5.3571429,3,9.375,1,1,7.9617233,8.2342234,0,55,0,0,51,0,90.050003
1997,4,,,,,,,,,,,,0,,,,,,,,0,0,199704,William J. Clinton,54,36.5,59.668507,17.5,59,0.43875331,-5,-8.474576,1.5,4.2857141,1,1,7.5951977,7.9617233,0,55,0,0,52,0,86.849998
1997,5,,,,,,,,,,,,0,,,,,,,,0,0,199705,William J. Clinton,56.5,35,61.748634,21.5,54,2.9612517,2.5,4.6296296,-1.5,-4.1095891,1,1,7.1349936,7.5951977,0,55,0,0,53,0,91.269997
1997,6,,,,,,,,,,,,0,,,,,,,,0,0,199706,William J. Clinton,55,35,61.111111,20,56.5,1.4837501,-1.5,-2.6548672,0,0,1,1,7.2973871,7.1349936,0,55,0,0,54,0,99.919998
1997,7,,,,,,,,,,,,0,,,,,,,,0,0,199707,William J. Clinton,58,34,63.04348,24,55,4.5062485,3,5.4545455,-1,-2.8571429,1,1,7.1292992,7.2973871,0,55,0,0,55,0,76
