year,month,ICB_crisno,ICB_cracno,ICB_cracid,ICB_actor,ICB_crisname,ICB_cenvio,ICB_sevvio,ICB_trigym,ICB_termym,ICB_totaldura,ICB_dura,outcom_victory,outcom_compromise,outcom_stalemate,outcom_defeat,satisfy_all,satisfy_usonly,satisfy_enemyonly,satisfy_none,satisfy_us,nonsatisfy_us,yearmonth,presidentid,approve,disapprove,confidence,difference,approveL1,approve_detrend,appch,appchpc,disappch,disappchpc,demparty,term2,misery,miseryL1,elecmonth,electermid,elecyear,reelecyear,tenure,firstyear,partisan_conflict_monthly
2015,3,,,,,,,,,,,,0,,,,,,,,0,0,201503,Barack Obama,46.19355,48.935482,48.558834,-2.7419319,45.923077,4.5585947,0.27047348,0.58897072,-0.5260582,-1.0635701,1,1,5.4263644,5.4748678,0,59,0,0,75,0,163.53999
2015,4,,,,,,,,,,,,0,,,,,,,,0,0,201504,Barack Obama,46.793102,48.620689,49.042282,-1.8275871,46.19355,5.1806455,0.59955215,1.2979132,-0.31479263,-0.64328092,1,1,5.2004795,5.4263644,0,59,0,0,76,0,146.34
2015,5,,,,,,,,,,,,0,,,,,,,,0,0,201505,Barack Obama,46.451614,48.645161,48.846676,-2.1935463,46.793102,4.8616557,-0.34148788,-0.72978252,0.024471283,0.050331008,1,1,5.4600668,5.2004795,0,59,0,0,77,0,156.10001
2015,6,,,,,,,,,,,,0,,,,,,,,0,0,201506,Barack Obama,45.551723,49.275864,48.036362,-3.7241402,46.451614,3.9842634,-0.8998909,-1.937265,0.63070297,1.296538,1,1,5.4237704,5.4600668,0,59,0,0,78,0,162.59
2015,7,,,,,,,,,,,,0,,,,,,,,0,0,201507,Barack Obama,45.966667,48.866665,48.471004,-2.8999977,45.551723,4.4217052,0.4149437,0.91092867,-0.40919876,-0.83042431,1,1,5.469573,5.4237704,0,59,0,0,79,0,136.55
2015,8,,,,,,,,,,,,0,,,,,,,,0,0,201508,Barack Obama,45.354839,50.161289,47.483959,-4.8064499,45.966667,3.832376,-0.61182785,-1.331025,1.2946243,2.6492996,1,1,5.2950745,5.469573,0,59,0,0,80,0,114.78
2015,9,,,,,,,,,,,,0,,,,,,,,0,0,201509,Barack Obama,46.655174,49.379311,48.581688,-2.7241364,45.354839,5.1552095,1.3003349,2.8670259,-0.78197861,-1.5589285,1,1,5.0638709,5.2950745,0,59,0,0,81,0,130.66
2015,10,,,,,,,,,,,,0,,,,,,,,0,0,201510,Barack Obama,46.233334,49.400002,48.344372,-3.1666679,46.655174,4.755867,-0.42184067,-0.90416694,0.020690918,0.041901998,1,1,5.1705737,5.0638709,0,59,0,0,82,0,146.35001
2015,11,476,1052,2,USA,TURKEY-RUSSIA JET INCIDENT,1,1,2015m11,2016m2,4,1,0,0,0,0,0,0,0,0,0,0,201511,Barack Obama,46.892857,49.035713,48.883099,-2.1428566,46.233334,5.4378886,0.65952301,1.4265097,-0.36428833,-0.73742574,1,1,5.5017967,5.1705737,0,59,0,0,83,0,128.10001
2015,12,476,1052,2,USA,TURKEY-RUSSIA JET INCIDENT,1,1,2015m11,2016m2,4,2,0,0,0,0,0,0,0,0,0,0,201512,Barack Obama,45.666668,50,47.735191,-4.3333321,46.892857,4.2341981,-1.2261887,-2.6148729,0.9642868,1.966499,1,1,5.7295189,5.5017967,0,59,0,0,84,0,137.14
2016,1,476,1052,2,USA,TURKEY-RUSSIA JET INCIDENT,1,1,2015m11,2016m2,4,3,0,0,0,0,0,0,0,0,0,0,201601,Barack Obama,47.766666,47.866665,49.94772,-0.099998474,,8.3365545,,,,,1,1,6.2730865,5.7295189,0,59,0,0,85,0,168.09
2016,2,476,1052,2,USA,TURKEY-RUSSIA JET INCIDENT,1,1,2015m11,2016m2,4,4,0,1,0,0,0,1,0,0,1,0,201602,Barack Obama,47.857143,48.142857,49.851192,-0.2857132,47.766666,8.4495296,0.09047699,0.1894145,0.27619171,0.57700223,1,1,5.9177966,6.2730865,0,59,0,0,86,0,181.73
2016,3,,,,,,,,,,,,0,,,,,,,,0,0,201603,Barack Obama,50.900002,45.5,52.800831,5.4000015,47.857143,11.514887,3.0428581,6.358211,-2.6428566,-5.4896131,1,1,5.8525362,5.9177966,0,59,0,0,87,0,173.88
2016,4,,,,,,,,,,,,0,,,,,,,,0,0,201604,Barack Obama,50.366665,45.566666,52.501736,4.7999992,50.900002,11.004048,-0.53333664,-1.0478126,0.066665649,0.14651792,1,1,6.1251116,5.8525362,0,59,0,0,88,0,158.96001
2016,5,,,,,,,,,,,,0,,,,,,,,0,0,201605,Barack Obama,51.290321,44.548386,53.517334,6.7419357,50.366665,11.950203,0.92365646,1.8338647,-1.01828,-2.2347038,1,1,5.7222657,6.1251116,0,59,0,0,89,0,149.85001
2016,6,,,,,,,,,,,,0,,,,,,,,0,0,201606,Barack Obama,51.433334,44.299999,53.725628,7.1333351,51.290321,12.115714,0.143013,0.27883038,-0.24838638,-0.55756539,1,1,5.905705,5.7222657,0,59,0,0,90,0,160.63
2016,7,,,,,,,,,,,,0,,,,,,,,0,0,201607,Barack Obama,49.846153,45.76923,52.131939,4.0769234,51.433334,10.551032,-1.5871811,-3.0858996,1.4692307,3.3165479,1,1,,5.905705,0,59,0,0,91,0,157.62
2016,8,,,,,,,,,,,,0,,,,,,,,0,0,201608,Barack Obama,,,,,49.846153,,,,,,1,1,,,0,59,0,0,92,0,133.85001
2016,9,,,,,,,,,,,,0,,,,,,,,0,0,201609,Barack Obama,,,,,,,,,,,1,1,,,0,59,0,0,93,0,132.47
2016,10,,,,,,,,,,,,0,,,,,,,,0,0,201610,Barack Obama,,,,,,,,,,,1,1,,,0,59,0,0,94,0,155.96001
2016,11,,,,,,,,,,,,0,,,,,,,,0,0,201611,Barack Obama,,,,,,,,,,,1,1,,,0,59,0,0,95,0,219.39
2016,12,,,,,,,,,,,,0,,,,,,,,0,0,201612,Barack Obama,,,,,,,,,,,1,1,,,0,59,0,0,96,0,173.35001
